query,title,url,snippet
"Sarepta Therapeutics, Inc. Sustainability Report 2023 filetype:pdf site:sarepta.com","SAREPTA THERAPEUTICS, INC.",https://investorrelations.sarepta.com/static-files/5b588f9d-b8d1-4e3a-8c59-1116f674aa30,"... Company's Annual Report on Form 10-K for the ... 2023, and the Notes, which are non-callable and ... Quarterly Report of Sarepta Therapeutics, Inc."
"Sarepta Therapeutics, Inc. Sustainability Report 2023 filetype:pdf site:sarepta.com","SAREPTA THERAPEUTICS, INC.",https://investorrelations.sarepta.com/static-files/115aea2e-2a45-45f9-8400-f705cc403906,"... Company's Annual Report on Form 10-K for the year ended December ... Beyond June 30, 2023, our cash ... Quarterly Report of Sarepta Therapeutics, ..."
FLUIDIGM CORPORATION Sustainability Report 2023 filetype:pdf site:investors.standardbio.com,"Environmental, Social, and Governance Report",https://investors.standardbio.com/static-files/a2cbf496-7561-4c29-9ac4-5f9a3be4acad,"September 2021 | Updated April 2023 ... annual report on Form 10-K filed with the Securities ... (Nasdaq:LAB), previously known as Fluidigm Corporation, is driven ..."
FLUIDIGM CORPORATION Sustainability Report 2023 filetype:pdf site:investors.standardbio.com,FLUIDIGM CORPORATION,https://investors.standardbio.com/static-files/522b5cc6-31d1-4a53-a5a6-342a7c71ce87,... Fluidigm strives to create an environment where our people ... 2023. In the first quarter ... I have reviewed this annual report on Form 10-K of Fluidigm ...
FLUIDIGM CORPORATION Sustainability Report 2023 filetype:pdf site:investors.standardbio.com,Form DEF 14A for Standard Biotools INC filed 04_28_2023,https://investors.standardbio.com/static-files/7e4ffa3b-2bbc-4fcf-8b9f-099a5fc59df3,"2022 ANNUAL REPORT and 2023 PROXY STATEMENT. Page 2. 01234. 06. 60663 "" 9. &amp; ""6 4776 ""41 1 6' &amp;1 1. ""41 "" &amp;6 6&amp; ""'. ("" &amp; 19"" &amp;1 &amp;6 19"" 6&amp; 4$49 9."
FLUIDIGM CORPORATION Sustainability Report 2023 filetype:pdf site:investors.standardbio.com,FLUIDIGM CORPORATION,https://investors.standardbio.com/static-files/84710184-971d-4ad8-b43a-5fb6e9f5013c,"I have reviewed this quarterly report on Form 10-Q of Fluidigm Corporation;. 2. Based on my knowledge, this report does not contain any untrue statement of a ..."
FLUIDIGM CORPORATION Sustainability Report 2023 filetype:pdf site:investors.standardbio.com,FLUIDIGM CORPORATION,https://investors.standardbio.com/static-files/8d7943ea-5100-4382-9619-a8a1e633cfdf,... 2023. Offering-related costs of $0.6 million were ... environment. Furthermore ... I have reviewed this quarterly report on Form 10-Q of Fluidigm Corporation;.
FLUIDIGM CORPORATION Sustainability Report 2023 filetype:pdf site:investors.standardbio.com,Fluidigm 2019 Annual Report and 2020 Proxy Statement,https://investors.standardbio.com/static-files/60b0d1d3-ce73-4b43-94ea-b4512e7ea498,A growing number of government and medical institutions that are addressing the pandemic are engaging with Fluidigm from the perspectives of ...
FLUIDIGM CORPORATION Sustainability Report 2023 filetype:pdf site:investors.standardbio.com,FLUIDIGM CORPORATION,https://investors.standardbio.com/static-files/db23902e-aa06-4150-9c07-8bee2b2edbe9,... 2023. Offering-related costs of $0.6 million were ... environment. Furthermore ... I have reviewed this quarterly report on Form 10-Q of Fluidigm Corporation;.
FLUIDIGM CORPORATION Sustainability Report 2023 filetype:pdf site:investors.standardbio.com,FLUIDIGM CORPORATION,https://investors.standardbio.com/static-files/51ae414a-7ce8-4dde-829d-c51efc172922,"I have reviewed this quarterly report on Form 10-Q of Fluidigm Corporation;. 2. Based on my knowledge, this report does not contain any untrue statement of a ..."
FLUIDIGM CORPORATION Sustainability Report 2023 filetype:pdf site:investors.standardbio.com,FLUIDIGM CORPORATION,https://investors.standardbio.com/static-files/336ae0a1-8c67-4985-b110-f8945b0bbef9,"... 2023, the annual sum of ... maintain all requisite Environmental Records in accordance with all applicable Environmental ... I have reviewed this ..."
FLUIDIGM CORPORATION Sustainability Report 2023 filetype:pdf site:investors.standardbio.com,FLUIDIGM CORPORATION,https://investors.standardbio.com/static-files/f4f448b7-1e9b-440a-9fd8-6e82b04962be,... 2023. Offering-related costs of $0.6 million were ... environment. Furthermore ... I have reviewed this quarterly report on Form 10-Q of Fluidigm Corporation;.
"Digi International, Inc. Sustainability Report 2023 filetype:pdf site:digi.gcs-web.com",DIGI INTERNATIONAL INC. - Investor Relations,https://digi.gcs-web.com/static-files/8e1b96d5-0581-4317-a649-d5ad6644a928,"DIGI INTERNATIONAL INC. 9350 Excelsior Blvd. Hopkins, Minnesota 55343. 952/912-3444. December 18, 2020. Dear Stockholder:."
Scholastic Corp. Sustainability Report 2023 filetype:pdf site:investor.scholastic.com,SCHOLASTIC CODE OF ETHICS,https://investor.scholastic.com/static-files/5081836c-b92d-41a6-a7bc-016863177c3e,"The Company's accounting records are relied upon to produce reports for the Company's management, shareholders, creditors, governmental agencies, and others."
Scholastic Corp. Sustainability Report 2023 filetype:pdf site:scholastic.com,SCHOLASTIC CODE OF ETHICS,https://investor.scholastic.com/static-files/5081836c-b92d-41a6-a7bc-016863177c3e,"The Company's accounting records are relied upon to produce reports for the Company's management, shareholders, creditors, governmental agencies, and others."
Scholastic Corp. Sustainability Report 2023 filetype:pdf site:scholastic.com,Reading for Life:,https://teacher.scholastic.com/education/researchpdf/topic_paper/ReadforLife.pdf,"New York: Scholastic. TM, ® &amp; © 2023 Scholastic Inc. ... that “to achieve sustainability and the desired ... with school-age children report some form of distance."
"Envestnet, Inc. Sustainability Report 2023 filetype:pdf site:envestnet.com",2023 Charitable Giving Report,https://www.envestnet.com/sites/default/files/2024-02/Envestnet-Corporate-Giving-Report-2023.pdf,We deeply appreciate the generosity of our employees and their desire to give back to their communities. Annual Corporate Giving. Envestnet ...
"Envestnet, Inc. Sustainability Report 2023 filetype:pdf site:envestnet.com",Envestnet Summary BCP Disclosure,https://www.envestnet.com/sites/default/files/2023-10/envestnet-2023-summary-bcp-disclosure.pdf,"Our firm's mission critical systems are those that ensure prompt and accurate reporting of securities holdings and the processing of securities transactions, ..."
"Envestnet, Inc. Sustainability Report 2023 filetype:pdf site:envestnet.com",Envestnet Supplier Code of Conduct,https://www.envestnet.com/sites/default/files/2023-09/Envestnet_Supplier_Code_of_Conduct.pdf,© 2023 ENVESTNET. Document contains public information that has been approved for release by the Envestnet Corporate Procurement Team. Public Release ...
"Envestnet, Inc. Sustainability Report 2023 filetype:pdf site:envestnet.com","11/09/2023 - Envestnet, Inc.",https://investor.envestnet.com/sec-filings/all-sec-filings/content/0001337619-23-000024/0001337619-23-000024.pdf,"In connection with the Quarterly Report of Envestnet, Inc. (the “Company”) on Form 10-Q for the period ended September 30, 2023 as filed ..."
"Envestnet, Inc. Sustainability Report 2023 filetype:pdf site:envestnet.com",Sustainable International ADR Portfolio,https://go.envestnet.com/QRG-QC-SS-INADR,"Market Environment. The US economy grew at a surprisingly fast pace in the third quarter of 2023, posting its fifth consecutive quarter of growth at."
"Envestnet, Inc. Sustainability Report 2023 filetype:pdf site:envestnet.com",Redi2 Summary BCP Disclosure,https://www.envestnet.com/sites/default/files/2023-10/Redi2-2023-summary-bcp-disclosure.pdf,© 2023 ENVESTNET. ™. Document contains public ... environmental controls; Envestnet ... wide management of the Company's material risks and to report the results of ...
"Envestnet, Inc. Sustainability Report 2023 filetype:pdf site:envestnet.com",Human Rights Policy Statement,https://www.envestnet.com/sites/default/files/2023-07/envestnet-human-rights-policy-2023.pdf,"This policy outlines Envestnet's commitment to human rights, and our approach to integrating those commitments in our business operations, community engagement, ..."
"Envestnet, Inc. Sustainability Report 2023 filetype:pdf site:envestnet.com","Envestnet, Inc.",https://investor.envestnet.com/sec-filings/all-sec-filings/content/0001337619-23-000012/0001337619-23-000012.pdf,"... report dated February 28, 2023, with respect to the consolidated financial statements of Envestnet, Inc. and the effectiveness of internal ..."
"Envestnet, Inc. Sustainability Report 2023 filetype:pdf site:envestnet.com",Enterprise Summary BCP Disclosure,https://www.envestnet.com/sites/default/files/2024-02/Envestnet-Enterprise-2024-Summary-BCP-Disclosure.pdf,"At the end of 2023, Envestnet ... and socially responsible investing ... wide management of the Company's material risks and to report the results ..."
"Envestnet, Inc. Sustainability Report 2023 filetype:pdf site:envestnet.com","02/28/2024 - Envestnet, Inc.",https://investor.envestnet.com/sec-filings/all-sec-filings/content/0001337619-24-000005/0001337619-24-000005.pdf,"The Company's management is responsible for these consolidated financial statements ... Segment Reporting—On October 1, 2023, the Company ..."
"Envestnet, Inc. Sustainability Report 2023 filetype:pdf site:investor.envestnet.com","11/09/2023 - Envestnet, Inc.",https://investor.envestnet.com/sec-filings/all-sec-filings/content/0001337619-23-000024/0001337619-23-000024.pdf,"In connection with the Quarterly Report of Envestnet, Inc. (the “Company”) on Form 10-Q for the period ended September 30, 2023 as filed ..."
"Envestnet, Inc. Sustainability Report 2023 filetype:pdf site:investor.envestnet.com","10-Q - 08/04/2023 - Envestnet, Inc.",https://investor.envestnet.com/sec-filings/all-sec-filings/content/0001337619-23-000020/0001337619-23-000020.pdf,"In connection with the Quarterly Report of Envestnet, Inc. (the “Company”) on Form 10-Q for the period ended June 30, 2023 as filed with the ..."
"Envestnet, Inc. Sustainability Report 2023 filetype:pdf site:investor.envestnet.com","Envestnet, Inc.",https://investor.envestnet.com/sec-filings/all-sec-filings/content/0001337619-23-000012/0001337619-23-000012.pdf,"... report dated February 28, 2023, with respect to the consolidated financial statements of Envestnet, Inc. and the effectiveness of internal ..."
"Envestnet, Inc. Sustainability Report 2023 filetype:pdf site:investor.envestnet.com","02/28/2024 - Envestnet, Inc.",https://investor.envestnet.com/sec-filings/all-sec-filings/content/0001337619-24-000005/0001337619-24-000005.pdf,"The Company's management is responsible for these consolidated financial statements ... Segment Reporting—On October 1, 2023, the Company ..."
"Envestnet, Inc. Sustainability Report 2023 filetype:pdf site:investor.envestnet.com","8-K - 03/28/2023 - Envestnet, Inc.",https://investor.envestnet.com/sec-filings/all-sec-filings/content/0000898822-23-000018/0000898822-23-000018.pdf,"This Cooperation Agreement (this “Agreement”), dated as of March 27, 2023, is by and among Impactive Capital LP, a Delaware limited partnership, ..."
"Envestnet, Inc. Sustainability Report 2023 filetype:pdf site:investor.envestnet.com","8-K - 02/22/2024 - Envestnet, Inc.",https://investor.envestnet.com/sec-filings/all-sec-filings/content/0001337619-24-000003/0001337619-24-000003.pdf,"As of October 1, 2023, Envestnet changed its reportable segments to reflect the way that the Company's chief operating decision maker ..."
"Envestnet, Inc. Sustainability Report 2023 filetype:pdf site:investor.envestnet.com","DEF 14A - 04/05/2024 - Envestnet, Inc.",https://investor.envestnet.com/sec-filings/all-sec-filings/content/0001104659-24-044267/0001104659-24-044267.pdf,"Fiscal Year 2023 Achievements: Revenue Consistency: Maintained at $1.2 billion, in line with the previous year. EBITDA Growth: Adjusted EBITDA ..."
"Envestnet, Inc. Sustainability Report 2023 filetype:pdf site:investor.envestnet.com","ENVESTNET, INC.",https://investor.envestnet.com/sec-filings/all-sec-filings/content/0001193125-20-225710/0001193125-20-225710.pdf,"Tax Considerations” and “Plan of Distribution,” and in the Company's Annual Report on Form 10-K for the year ended December 31, 2019 under ..."
"Envestnet, Inc. Sustainability Report 2023 filetype:pdf site:investor.envestnet.com",united states securities and exchange commission,https://investor.envestnet.com/sec-filings/annual-reports/content/0001628280-22-003985/0001628280-22-003985.pdf,"In connection with the Annual Report of Envestnet, Inc. (the “Company”) on Form 10‑K for the period ended December 31, 2021 as filed with ..."
"Envestnet, Inc. Sustainability Report 2023 filetype:pdf site:investor.envestnet.com","DEF 14A - 04/06/2022 - Envestnet, Inc.",https://investor.envestnet.com/sec-filings/all-sec-filings/content/0001337619-22-000003/0001337619-22-000003.pdf,"Providing access to sustainable investing is an important component of our financial wellness ecosystem, and a key element in building ..."
Starbucks Corp. Sustainability Report 2023 filetype:pdf site:content-prod-live.cert.starbucks.com,Climate Change 2023,https://content-prod-live.cert.starbucks.com/binary/v2/asset/137-88326.pdf,"At Starbucks, our vision to date regarding the health of the environment has been simple: sustainable coffee, served sustainably. Grounded in a history of ..."
Starbucks Corp. Sustainability Report 2023 filetype:pdf site:content-prod-live.cert.starbucks.com,Climate Change 2022,https://content-prod-live.cert.starbucks.com/binary/v2/asset/137-83561.pdf,"At Starbucks, our vision to date regarding the health of the environment has been simple: sustainable coffee, served sustainably. Grounded in a history of ..."
Starbucks Corp. Sustainability Report 2023 filetype:pdf site:content-prod-live.cert.starbucks.com,137-88345.pdf,https://content-prod-live.cert.starbucks.com/binary/v2/asset/137-88345.pdf,"Reviewing a written report from the independent auditors describing (a) the firm's internal quality control procedures, (b) any material issues ..."
Starbucks Corp. Sustainability Report 2023 filetype:pdf site:content-prod-live.cert.starbucks.com,starbucks corporation,https://content-prod-live.cert.starbucks.com/binary/v2/asset/137-85833.pdf,The Audit and Compliance Committee (the “Committee”) is responsible for overseeing the accounting and financial reporting processes of Starbucks Corporation ( ...
Starbucks Corp. Sustainability Report 2023 filetype:pdf site:content-prod-live.cert.starbucks.com,Starbucks Policy Office,https://content-prod-live.cert.starbucks.com/binary/v2/asset/143-88757.pdf,SUPERSEDES: January 2023. POLICY ALIGNMENT ... Starbucks Corporation and its wholly-owned subsidiaries in North ... • Partners must report incidents of workplace ...
Starbucks Corp. Sustainability Report 2023 filetype:pdf site:content-prod-live.cert.starbucks.com,Supplier Guidance Global Requirements,https://content-prod-live.cert.starbucks.com/binary/v2/asset/137-87912.pdf,"Document located at www.starbucks.com/business/suppliers. November 28, 2023. Starbucks Corporation, P.O. Box 34067, Seattle, Washington 98124- ..."
Starbucks Corp. Sustainability Report 2023 filetype:pdf site:content-prod-live.cert.starbucks.com,Starbucks Zero Tolerance Standards,https://content-prod-live.cert.starbucks.com/binary/v2/asset/137-70080.pdf,Suppliers must establish and demonstrate safety practices and standards for the identification and handling of hazardous waste. Environmental Permits and ...
Starbucks Corp. Sustainability Report 2023 filetype:pdf site:content-prod-live.cert.starbucks.com,Standards of Business Conduct - cloudfront.net,https://content-prod-live.cert.starbucks.com/binary/v2/asset/137-71881.pdf,"Starbucks actively creates and promotes an environment that is inclusive of all people and their unique abilities, strengths and differences, and promotes ..."
Starbucks Corp. Sustainability Report 2023 filetype:pdf site:content-prod-live.cert.starbucks.com,Supplier Guidance Global Requirements,https://content-prod-live.cert.starbucks.com/binary/v2/asset/137-87801.pdf,"Document located at www.starbucks.com/business/suppliers. November 28, 2023. Starbucks Corporation, P.O. Box 34067, Seattle, Washington 98124-1067 ..."
Starbucks Corp. Sustainability Report 2023 filetype:pdf site:content-prod-live.cert.starbucks.com,Equal Employment Opportunity Policy Statement,https://content-prod-live.cert.starbucks.com/binary/v2/asset/137-88055.pdf,Starbucks Coffee Company is deeply committed to ensuring equal opportunity and a workplace free ... She will monitor compliance with this policy and will report ...
"Duluth Holdings, Inc. Sustainability Report 2023 filetype:pdf site:ir.duluthtrading.com",DULUTH HOLDINGS INC. 2023 ANNUAL REPORT,https://ir.duluthtrading.com/static-files/313f872a-1bce-42a1-8505-5a77bb90b699,"Durability is sustainability, as products that last longer result in less waste in landfills. DEAR FELLOW SHAREHOLDERS,. 2023 WAS A YEAR OF ..."
"Duluth Holdings, Inc. Sustainability Report 2023 filetype:pdf site:ir.duluthtrading.com",DULUTH HOLDINGS INC. 2022 ANNUAL REPORT,https://ir.duluthtrading.com/static-files/bf76bee1-e93d-4991-8f00-6f34dc284606,"We have audited Duluth Holdings Inc.'s (the Company) internal control over financial reporting as of January 29, 2023, based on criteria established in ..."
"Duluth Holdings, Inc. Sustainability Report 2023 filetype:pdf site:ir.duluthtrading.com",Form SD for Duluth Holdings INC filed 05/30/2023,https://ir.duluthtrading.com/static-files/6f36a9fe-4cca-47ca-850d-cf291d2f64e2,Duluth Holdings Inc ... e-Sustainability Initiative Conflict Minerals Reporting Template (“CMRT”) via electronic mail. ... A copy of the Company's Form SD for the ...
"Duluth Holdings, Inc. Sustainability Report 2023 filetype:pdf site:ir.duluthtrading.com",DULUTH HOLDINGS INC.,https://ir.duluthtrading.com/static-files/1410f9c6-a742-4b1e-b40c-88a8d95f3122,"proceeds from that sale were used to fund the growth of Duluth Trading. With that transaction, GEMPLER'S changed its corporate name to Duluth Holdings Inc."
"ViaSat, Inc. Sustainability Report 2023 filetype:pdf site:investors.viasat.com",Annual Report - Investor Relations,https://investors.viasat.com/static-files/2508fb32-9e33-47d9-8d5a-f04d1cbf76e3,Our fiscal year 2019 information presented reflects a $7.5 million gain related to ViaSat-2 insurance claims in SG&amp;A expenses in our satellite services segment.
"ViaSat, Inc. Sustainability Report 2023 filetype:pdf site:investors.viasat.com",Form 8-K for Viasat INC filed 10/12/2023,https://investors.viasat.com/static-files/f88d0c42-9f8a-4952-97da-186555579206,"Viasat expects to report more than $3 billion of liquidity as of September 30, 2023, including approximately $2.0 billion of cash, cash."
"ViaSat, Inc. Sustainability Report 2023 filetype:pdf site:investors.viasat.com",Viasat Provides an Interim Update on VS-3 F1 Satellite Status ...,https://investors.viasat.com/node/25156/pdf,"CARLSBAD, Calif., Oct. 12, 2023 /PRNewswire/ -- Viasat, Inc. (NASDAQ: VSAT), a global leader in satellite communications, today announced ..."
"ViaSat, Inc. Sustainability Report 2023 filetype:pdf site:investors.viasat.com","VIASAT, INC.",https://investors.viasat.com/static-files/43dbd056-808f-40b1-ac47-9aa8bd8b2fde,"... Report on Form 8-K and is incorporated ... Company's 2023 annual meeting of ... Viasat's Corporate Blog, or follow the Company on social media at:."
"ViaSat, Inc. Sustainability Report 2023 filetype:pdf site:investors.viasat.com",Viasat and Skylo Technologies Launch First Global Direct-to ...,https://investors.viasat.com/node/25266/pdf,... sustainability of global production and supply ... most recent Annual Report on Form 10-K and Quarterly Reports on Form 10-Q. ... Copyright © 2023 ...
"ViaSat, Inc. Sustainability Report 2023 filetype:pdf site:investors.viasat.com",Form DEF 14A for Viasat INC filed 07/21/2022,https://investors.viasat.com/static-files/066949bb-f818-4cf1-bad1-186127dce955,"Provide more transparency into environmental, social and governance matters. Published inaugural Environmental, Social and Governance Impact ..."
"ViaSat, Inc. Sustainability Report 2023 filetype:pdf site:investors.viasat.com",Lufthansa Group Selects Viasat for In-Flight Connectivity ...,https://investors.viasat.com/node/25386/pdf,"CARLSBAD, Calif., Jan. 24, 2024 /PRNewswire/ -- Viasat, Inc. (NASDAQ: VSAT), a leader in global communications, today announced that ..."
"ViaSat, Inc. Sustainability Report 2023 filetype:pdf site:investors.viasat.com","Viasat, Deutsche Telekom Commit Long-Term To Deliver In ...",https://investors.viasat.com/node/25196/pdf,"CARLSBAD, Calif., Nov. 7, 2023 /PRNewswire/ -- Viasat Inc. (NASDAQ: VSAT), a leader in global communications, and Deutsche Telekom today."
